Tên tác giả,Tên sách,STT,Trích dẫn
Anna Murphy,Đừng Chỉ Mặc Màu Đen,780,Quần tây với đường là ly sắc nét ở phía trước cũng rất hiệu quả trong việc kéo dài chân. Nếu bạn lựa chọn màu giày trùng với màu quần thì thật đúng là đạt hiệu quả kéo dài chân tuyệt đối đấy nhé! Dáng ống đứng và cạp cao cũng sẽ khiến bạn trông cao ráo hơn.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,781,Túi lớn: làm cho vòng ba nhỏ nhắn trở nên tròn đầy hơn.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,782,Túi miệng cong: thêm một cách khác để khiến vòng ba trở nên đầy đặn hơn.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,783,Một đường sọc kéo dài hai bên hông lại là công cụ cực kỳ tuyệt vời giúp bạn kéo dài đôi chân.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,784,Một là ưu tiên những gì thực sự tôn dáng. Hai là tìm kiếm những thứ khiến cho tâm trí bạn thực sự thích thú.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,785,Bootcut jeans (kiểu quần jeans ngắn đến tầm mắt cá và hơi loe một chút). Skinny jeans (ống bó từ trên xuống dưới).
Anna Murphy,Đừng Chỉ Mặc Màu Đen,786,"Để mặc đẹp thì người ta phải có cảm xúc với những thứ mà người ta mặc. – Miuccia Prada. Tuy vậy, đừng bỏ quên thực tế - nếu bạn cứ cố gắng che đậy phần cơ thể mà bạn không hài lòng thì nhiều khả năng là bạn đang làm nó trông còn lộ hơn đấy."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,787,"Nếu bạn thuộc tuýp người nhỏ con hoặc chân ngắn, dáng quần phù hợp nhất với bạn là quần cạp cao với tone màu tối lý tưởng nhất là đen."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,788,Nếu bạn cao ráo hoặc sở hữu đôi chân dài thì bạn có thể mặc quần từ cạp trung bình đến trễ với bất cứ màu sắc nào.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,789,Dáng thước kẻ hoặc hình tam giác ngược -> dáng quần boyfriend và màu sáng.
Anna Murphy,Đừng Chỉ Mặc Màu Đen,790,"Hãy chọn chiếc quần mà khi mặc lên người bạn quan sát thấy chiếc túi nằm gọn gang trên vùng mông của bạn, tránh tuyệt đối việc chiếc túi trễ xuống phía dưới vì nó sẽ làm chân bạn ngắn ngủn hẳn đi."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,791,"Nâng tầm trang phục bằng trang sức là phương pháp mặc định của giới mộ điệu, đặc biệt là khuyên tai và vòng cổ."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,792,"Nếu bạn có chút gì đó lấp lánh ở khu vực khuyên tai và vòng cổ, gương mặt và đặc biệt là đôi mắt của bạn sẽ lấp lánh và sáng rỡ theo."
Anna Murphy,Đừng Chỉ Mặc Màu Đen,793,"Tôn da: trang sức gắn đá quý sáng rực rỡ như xanh lục bảo, xanh dương, hồng ruby hoặc đỏ thẫm, ánh ngọc trai."
Nguyên Phong,Muôn Kiếp Nhân Sinh,794,"Đời người tưởng chừng rất dài nhưng lại trôi qua rất nhanh, sinh vượng suy tử, mong manh như sóng nước. Luật Nhân quả cực kỳ chính xác, chi tiết, phức tạp, được thu thập qua nhiều đời, nhiều kiếp, liên hệ tương hỗ đan xen chặt chẽ lẫn nhau, không ai có thể biết được khi nào nhân sẽ trổ quả. Nhưng, một khi đã gây ra nhân thì chắc chắn sẽ gặp quả - luật Nhân quả trước giờ không bao giờ sai."
Nguyên Phong,Muôn Kiếp Nhân Sinh,795,"Những xung lực, năng lượng vô hình của vũ trụ qua luật Luân hồi và Nhân quả đã tạo nhân duyên để người này gặp người kia. Gặp nhau có khi là duyên, có khi là nợ; gặp nhau có lúc để trả nợ, có lúc để nối lại duyên xưa. "
Nguyên Phong,Muôn Kiếp Nhân Sinh,796,"Có biết bao việc diễn ra trong đời, tưởng chừng như là ngẫu nhiên nhưng thật ra đã được sắp đặt từ trước."
Nguyên Phong,Muôn Kiếp Nhân Sinh,797,Chỉ khi con người đi ra ngoài không gian mới thật sự thấy được chúng ra quá nhỏ bé giữa vũ trụ bao la ngoài sức tưởng tượng này.
Nguyên Phong,Muôn Kiếp Nhân Sinh,798,"Tất cả khuynh hướng bảo thủ, hẹp hòi trước sau cũng phải thay đổi khi người ta biết hướng tầm mắt lên cao, xóa bỏ thành kiến cũ và mở rộng tâm hồn để nhìn ra vũ trụ bao la."
Nguyên Phong,Muôn Kiếp Nhân Sinh,799,"Khi người ta trải nghiệm một điều gì đó hoàn toàn mới mẻ, có thể thay đổi hẳn các trải nghiệm cá nhân từ trước, ta có thể coi đó như là một sự chứng ngộ. Tuy nhiên, đó cũng có thể chỉ là cảm giác nhất thời."
Nguyên Phong,Muôn Kiếp Nhân Sinh,800,Mục đích của tu tập thiền định là để phát triển trí tuệ và xóa bỏ bản ngã.
Nguyên Phong,Muôn Kiếp Nhân Sinh,801,"Đối với đa số mọi người, thế giới này thật hiện hữu, nhưng đối với những người đã chứng ngộ thì thế giới này chỉ là huyễn ảo, không có thật, do đó tất cả trải nghiệm dù là trải nghiệm gì đi chăng nữa, cũng chỉ là huyễn ảo chốc lát mà thôi."
Nguyên Phong,Muôn Kiếp Nhân Sinh,802,Nếu ta cảm thấy không gian hay đổi thì thời gian hiện hữu. Nếu không gian không chuyển động thì sẽ không có thời gian.
Nguyên Phong,Muôn Kiếp Nhân Sinh,803,"Bất cứ một hành động nào như cử chỉ, lời nói hay ý nghĩ cũng đều tạo ra một phản lực hay nghiệp. Tuy nhiên, phải nói thêm rằng những hành động này phải dựa trên ý thức."
Nguyên Phong,Muôn Kiếp Nhân Sinh,804,"Một nhân có thể tạo ra quả ngay trong đời này hoặc có thể chờ đến đời sau. Tuy nhiên, đã gây nhân gì thì gặt quả đó. Trồng đậu thì được ăn đậu, trồng dưa thì được ăn dưa. Không thể có việc trồng đậu mà lại ra quả dưa được. Nghiệp nhân gây ra trong kiếp này đôi khi được lưu giữ trong thức thứ tám hay tàng thức và tác động ở kiếp sau."
Nguyên Phong,Muôn Kiếp Nhân Sinh,805,"Theo quan niệm của Phật giáo thì sự sống con người được hình thành bằng ba thực thể: sinh lực, hơi ấm và tàng thức. Sinh lực giúp người ta sống, hơi ấm là sự chuyển động của sinh lực tạo ra năng lượng, và tàng thức ảnh hưởng đến đời sống của mọi người theo luật Nhân quả. Khi sinh lực cạn dần, người ta sẽ già và chết. Khi chết, hơi ấm mất đi và cái cuối cùng ra đi là tàng thức. Nó sẽ dẫn dắt người ta đi vào đời sống ở kiếp khác."
Nguyên Phong,Muôn Kiếp Nhân Sinh,806,"Vì trong đời sống hàng ngày con người tạo nghiệp tốt hay xấu qua hàng động, lời nói và ý nghĩ, nên những chủng tử của nghiệp lực này được lưu trữ trong tàng thức. Một số chủng tử hoạt động không ngừng, ảnh hưởng qua bảy thức, tạo thành tính tình, năng khiếu, thói quen của một số cá nhân vì bất cứ hành động nào (nghiệp nhân) cũng tạo ra những phản lực (nghiệp quả)."
Nguyên Phong,Muôn Kiếp Nhân Sinh,807,Sứ mệnh của Phật giáo là được giải thoát khỏi sự chi phối của vòng Luân hồi.
Nguyên Phong,Muôn Kiếp Nhân Sinh,808,"Ngay cả suy nghĩ của chúng ta cũng rất giới hạn vì kiến thức chúng ta có hoàn toàn dựa trên những ký ức đã được tích lũy từ trước, hay dựa trên những điều đã được truyền dạy."
Nguyên Phong,Muôn Kiếp Nhân Sinh,809,"Quan niệm của Phật giáo không dựa trên sự thông minh của bộ óc, mà đặt căn bản trên một thứ trí tuệ khác gọi là trí tuệ Bát nhã, nên không thể giải thích bằng trí thông minh được."
Nguyên Phong,Muôn Kiếp Nhân Sinh,810,"Làm sao chúng ta có thể nói là nhân loại đã văn minh hơn trước, đã tiến bộ hơn trước trong khi chúng ta không ý thức gì về những việc chúng ta đang làm?"
Nguyên Phong,Muôn Kiếp Nhân Sinh,811,"Trở lại với bằng chứng Luân hồi, đã có rất nhiều bằng chứng về sự tái sinh trong các kiếp sống như trường hợp của Edgar Cayce, một nông dân tại tiểu bang Kentucky với học vấn chưa quá bậc trung học. Chỉ qua một cơn bạo bệnh mà ông ấy đã nhớ lại kiếp sống trước kia, kiếp sống mà ông là một thầy thuốc. Không những thế, từ đó ông có thể chẩn bệnh, chữa bệnh chính xác hơn những y bác sĩ đương thời. Ông đã để lại nhiều tài liệu y học giá trị mà hiện nay nhiều trường đại học y vẫn đang nghiên cứu và áp dụng."
Nguyên Phong,Muôn Kiếp Nhân Sinh,812,"Galileo vừa là một nhà toán học, vừa là một nhà thiên văn học đã đưa ra bằng chứng về quỹ đạo của các hành tinh từ khi còn bé. Ông ấy đã vẽ bản đồ vũ trụ với những hành tinh mà khi đó kính viễn vọng còn chưa được phát minh."
Nguyên Phong,Muôn Kiếp Nhân Sinh,813,"Đứa bé mới lên năm như Blaise Pascal có thể giải những bài toán cực kỳ phức tạp, kể cả những phương trình toán làm nhức đầu những bậc thầy về toán khi đó."
Nguyên Phong,Muôn Kiếp Nhân Sinh,814,"Công nghệ là con dao hai lưỡi, nhưng đa số không hiểu rõ điều này. Họ coi đó là văn minh, là tiến bộ mà không biết rằng thế hệ tương lai sẽ phải trả một cái giá rất đắt cho những phát minh mà họ coi là kỳ diệu này."
Nguyên Phong,Muôn Kiếp Nhân Sinh,815,"Người ta không thể dạy khoa học kỹ thuật mà không đề cập đến đạo đức hay bổn phận của những người có trách nhiệm làm việc trong đó. Khoa học mà không có lương tâm, công nghệ mà không có trách nhiệm thì chỉ mang lại thảm họa cho nhân loại sau này."
Nguyên Phong,Muôn Kiếp Nhân Sinh,816,"Đa số mọi người trở nên thụ động, quên đi tất cả mọi sự chung quanh. Họ không còn sống với sự tỉnh thức nữa mà đã trở thành những cỗ máy hoàn toàn vô cảm trước hoàn cảnh xã hội. Họ chỉ biết nghĩ đến mình và trở nên ích kỷ, tham lam, tàn bạo không khác gì loài vật. "
Nguyên Phong,Muôn Kiếp Nhân Sinh,817,"Theo thời gian, nhân loại sẽ mất đi khả năng nhận xét hay hiểu biết, vì những thứ được gọi là “công nghệ” này sẽ kết nối vào bộ óc của họ, làm tê liệt cơ quan này, khiến con người không còn biết suy nghĩ mà trở thành một kiểu người sống không ra sống, chết không ra chết, hoàn toàn thụ động theo mệnh lệnh của cái “ma lực” kia."
Nguyên Phong,Muôn Kiếp Nhân Sinh,818,"Lịch sử Atlantis: Con người, họ có thể thay đổi nguyên tử trong cơ thể để phục vụ cho việc chữa bệnh bằng những cây gậy gắn đá quý."
Nguyên Phong,Muôn Kiếp Nhân Sinh,819,"Lịch sử Atlantis: Trong xã hội đó, sự giao hợp nam nữ diễn ra khắp nơi, không phân biệt, không dựa trên tình cảm mà chỉ là sự chiếm đoạt theo bản năng và sức mạnh."
Nguyên Phong,Muôn Kiếp Nhân Sinh,820,"Lịch sử Atlantis: Sống man rợ, tục lệ lạ lùng."
Nguyên Phong,Muôn Kiếp Nhân Sinh,821,"Văn minh Atlantis được xây dựng dựa trên kiến thức khoa học, một thứ khoa học khác hẳn bây giờ, người có khả năng chuyên môn được đặc biệt ưu đãi nên các môn khoa học phát triển rất mạnh, với những phát kiến mà ngày nay có thể coi là “phép lạ”."
Nguyên Phong,Muôn Kiếp Nhân Sinh,822,"Lịch sử Atlantis: Dựa trên sự rung động của kim thạch và âm thanh, người Atlantis có thể phân tích ánh sáng mặt trời thành năng lượng để phục vụ cho cuộc sống cũng như tạo ra các loại vũ khí giết người. Họ có thể thay thế bộ óc con người bằng những dụng cụ gắn vào óc, khiến những người này trở nên khờ dại, không còn biết gì và chịu sự chi phối của người khác."
Nguyên Phong,Muôn Kiếp Nhân Sinh,823,Lịch sử Atlantis: Sử dụng kỹ thuật làm mất trọng lượng vật chất.
Nguyên Phong,Muôn Kiếp Nhân Sinh,824,"Lịch sử Atlantis: Sử dụng kỹ thuật thay đổi nguyên tử, thay đổi những cơ quan bị yếu, tổn thương trong cơ thể người để chữa khỏi bệnh. Biến đổi con người thành sinh vật khác khi ghép cơ quan nội tạng trong cơ thể của họ bằng cơ quan của loài vật và tạo ra loại người mới: nửa người, nửa thú."
Nguyên Phong,Muôn Kiếp Nhân Sinh,825,"Lịch sử Atlantis: Loại người mới “nửa người nửa thú” có thể là lực lượng lao động không còn biết suy nghĩ mà chỉ tuân theo mệnh lệnh hoặc là những binh lính cực kỳ hung dữ, sẵn sàng hành ác, hoàn toàn vô cảm, bất chấp sự đau khổ của các sinh vật khác."
Nguyên Phong,Muôn Kiếp Nhân Sinh,826,"Xứ Og: Những người thuộc đẳng cấp thấp hay tù binh chiến tranh thường bị giết để tế thần, hoặc được đưa đến “lò luyện người” để biến thành lực lượng lao động."
Nguyên Phong,Muôn Kiếp Nhân Sinh,827,"Xứ Og: Người xứ Og quen sống trong bạo lực, ích kỷ, vô cảm và thù hận."
Nguyên Phong,Muôn Kiếp Nhân Sinh,828,"Xứ Og: Là nơi mà loài người sống lẫn lộn, giao hợp với loài “nửa người nửa thú” và sản sinh ra một giống “quái vật” dị hợm được gọi là “con của Belia”."
Nguyên Phong,Muôn Kiếp Nhân Sinh,829,"Xứ Poseida: Nền khoa học phát triển rất mạnh. Đời sống tiện nghi vật chất hết sức đầy đủ, đa số sống xa hoa, phung phí, ích kỷ, tính dâm dục rất cao."
Nguyên Phong,Muôn Kiếp Nhân Sinh,830,Xứ Arya: Là tộc người Atlantis thuần khiết nhất.
Nguyên Phong,Muôn Kiếp Nhân Sinh,831,"Xứ Arya: Chế tạo được những cây gậy ngọc có thể thay đổi nguyên tử vật chất dể chữa bệnh, vũ khí sử dụng ánh sáng để phá hủy vật chất."
Nguyên Phong,Muôn Kiếp Nhân Sinh,832,Có một ranh giới rất rõ rệt giữa sự hiểu biết mà chúng ta có thể sử dụng hiện nay và sự hiểu biết dựa trên những kiến thức mà chúng ta không kiểm soát được.
